,username,to,text,date,retweets,favorites,mentions,hashtags,geo,new date
1219739385488388098,Serena,,The Serena Ehrlich Daily is out! https://paper.li/serena?edition_id=36d8e0e0-3c98-11ea-9789-002590a5ba2d Stories via @startsnakken @WizDayTrader @rasmus_kleis #wef20 #coronavirus,2020-01-21 21:51:45+00:00,0,0,@startsnakken @WizDayTrader @rasmus_kleis,#wef20 #coronavirus,,2020-1-21
1219739287832473601,pueblapreciosa,,#AsílodicePuebla #TuneinRadioAsílodicePuebla #México #CdMx #Tlaxcala #Veracruz #Puebla #coronavirus #DiaInternacionalDelAbrazo #FelizMartes Un nuevo virus mortal ataca en #Asia y dispara las alarmas internacionales. http://www.asilodicepuebla.com/index.php/migrantes/33583-un-nuevo-virus-mortal-ataca-en-asia-y-dispara-las-alarmas-internacionales,2020-01-21 21:51:22+00:00,0,0,,#As #TuneinRadioAs #M #CdMx #Tlaxcala #Veracruz #Puebla #coronavirus #DiaInternacionalDelAbrazo #FelizMartes #Asia,,2020-1-21
1219739280584503297,Adlibrecords,,"@WORLDSTAR""Curators"" share their thought's on @therealbigthump""DopeAssSingle"" 'What It Feels Like' Listen: https://youtu.be/EEe7H_yJKCE #TuesdayThoughts #toonme #TacoTuesday #PowerOfSid #OTYinSJ #ImpeachmentTrialRules #Nadine #NadineLustre #BTSTOUR2020 #Coverup #coronavirus ",2020-01-21 21:51:20+00:00,0,0,@WORLDSTAR @therealbigthump,#TuesdayThoughts #toonme #TacoTuesday #PowerOfSid #OTYinSJ #ImpeachmentTrialRules #Nadine #NadineLustre #BTSTOUR2020 #Coverup #coronavirus,,2020-1-21
1219739276830593026,hanshowe0217,JamesQUAN10,3 cases of #coronavirus ruled out in Canada as precautions taken nationally ,2020-01-21 21:51:19+00:00,0,2,,#coronavirus,,2020-1-21
1219739274024669184,Tweetermaan,1984to1776,"Ummm #SARS2 #coronavirus Rat, cat, bat... ",2020-01-21 21:51:19+00:00,0,1,,#SARS2 #coronavirus,,2020-1-21
1219739258447069186,MonikaFrance,le_Parisien,@agnesbuzyn Pourquoi ce risque serait faible? #France #coronavirus,2020-01-21 21:51:15+00:00,0,1,@agnesbuzyn,#France #coronavirus,,2020-1-21
1219739249076867072,LaPizzaPolitica,howroute,Así es como en Estados Unidos están tomando las medidas contra el #coronavirus esperemos que el #INSABI este preparado en México ya que se han reportado los primeros casos en #Monterrey,2020-01-21 21:51:13+00:00,7,11,,#coronavirus #INSABI #Monterrey,,2020-1-21
1219739242277945344,NaikeCalcano,,"El mundo está en alerta por el coronavirus, la nueva cepa del virus que provoca neumonía, y puede ser mortal, mientras se registra el primer caso de infección en Estados Unidos. #Alerta #virus #coronavirus en Zambul… https://www.instagram.com/p/B7mPDLvBGj0/?igshid=1xxpiupbc7k47",2020-01-21 21:51:11+00:00,0,0,,#Alerta #virus #coronavirus,,2020-1-21
1219739214809632773,CEVAXIN_PTY,SorayaCastroLL,"Cómo protegerse del #coronavirus - Lavarse bien las manos por la menos 20 segundos, y hacerlo de manera frecuente – Evitar tocarse los ojos, la nariz o la boca sin haberse lavado las manos – Evitar el contacto cercano con personas que puedan estar infectadas ",2020-01-21 21:51:05+00:00,1,1,,#coronavirus,,2020-1-21
1219739203644395526,DialoguemosINFO,,"El nuevo virus de Wuhan, que ha dejado ya seis muertos en China y cientos de afectados, ha cruzado el Pacífico. Un hombre de unos 30 años que viajó a esa región china fue diagnosticado con el virus...#China #Coronavirus #EEUU #Virus #Wuhan http://bit.ly/36lEFra",2020-01-21 21:51:02+00:00,1,0,,#China #Coronavirus #EEUU #Virus #Wuhan,,2020-1-21
1219739187634679809,fernandoprts,,"@lhmandetta estão de olho no #coronavirus? Ele vem se espalhando rápido, questão de tempo até chegar aqui no https://renovamidia.com.br/coronavirus/ (@OsmarTerra @jairbolsonaro)",2020-01-21 21:50:58+00:00,0,0,@lhmandetta @OsmarTerra @jairbolsonaro,#coronavirus,,2020-1-21
1219739140067151874,mariajooo,,Yo pensando que me voy a infectar del coronavirus por pedir ropa a China #coronavirus #semepira,2020-01-21 21:50:47+00:00,0,0,,#coronavirus #semepira,,2020-1-21
1219739087994785793,AnalyticaGlobal,,"Today, the #UnitedStates reported its first case of novel #coronavirus (2019-nCoV) in a traveller recently returned from #Wuhan, #China ",2020-01-21 21:50:34+00:00,0,0,,#UnitedStates #coronavirus #Wuhan #China,,2020-1-21
1219739084874186758,ProfBookworm7,,"First confirmed case of #Coronavirus in the US, experts from the Centers for Disease Control and Prevention announced Tuesday. ",2020-01-21 21:50:34+00:00,0,1,,#Coronavirus,,2020-1-21
1219739004544811008,lovelybenji,,"Por ""austeridad"" y por ineptitud se está acabando con México que se está convirtiendo rápido en un país de mi.. con servicios de mi.. . Servicios del gobierno como la Salud, la Educación, Telecomm, Correos, ""funcionan"" en pura desgracia. @lopezobrador_ @ClaudioXGG #coronavirus ",2020-01-21 21:50:14+00:00,2,1,@lopezobrador_ @ClaudioXGG,#coronavirus,,2020-1-21
1219739003794018304,WiseAssMoFo,,#CDC confirms first U.S. case of #China #coronavirus ,2020-01-21 21:50:14+00:00,0,0,,#CDC #China #coronavirus,,2020-1-21
1219738996663652353,miss852hk,ForeignPolicy,Please do more research before publishing article to ensure the #NZ public not to freak out of the new #coronavirus that have no cure at the moment. @NewshubNZ @radionz @NewsroomNZ,2020-01-21 21:50:13+00:00,0,0,@NewshubNZ @radionz @NewsroomNZ,#NZ #coronavirus,,2020-1-21
1219738988313042944,zdram0,,لا إله الا الله محمد رسول الله #coronavirus,2020-01-21 21:50:11+00:00,0,0,,#coronavirus,,2020-1-21
1219738984995348482,DavidFernandezM,,No mamen. Lo del #coronavirus sí esta de miedo weyes.,2020-01-21 21:50:10+00:00,0,2,,#coronavirus,,2020-1-21
1219738947137368064,CesarArturoMen4,CDCgov,The current #coronavirus #2019-nCoV outbreak will exhibit health systems strengths &amp; weaknesses from around the in preparing for #pandemics serving as a reminder of what must be done in every country as many experts have outlined @WHO @DrTedros @jonoquick #globalhealth @CDCgov,2020-01-21 21:50:01+00:00,1,3,@WHO @DrTedros @jonoquick @CDCgov,#coronavirus #pandemics #globalhealth,,2020-1-21
1219738945493315584,leandrocamino,,Yo se que está mal pero cada vez que leo #coronavirus solo puedo pensar en esto. ,2020-01-21 21:50:00+00:00,4,11,,#coronavirus,,2020-1-21
1219738931996000260,cronicasleones,,#ATENCION Muestra que reconoces a estos cuatro grandes de Leones. quienes son ??? #Beisboll #Baseball #HallofFame vizquel #coronavirus Stupid Love #MLB #LVBP #caraquistas @leones_cbbc,2020-01-21 21:49:57+00:00,8,39,@leones_cbbc,#ATENCION #Beisboll #Baseball #HallofFame #coronavirus #MLB #LVBP #caraquistas,,2020-1-21
1219738927302492160,drjorgemd,,"Check out my opinion on whether we need to fear the #coronavirus now that it is in the USA. Wednesday, HeadlineNews 7:15 AM PST . ",2020-01-21 21:49:56+00:00,1,1,,#coronavirus,,2020-1-21
1219738923527598080,Tdubb213,QueenInYeIIow,GOOD POINT!!!!! #NotMeUs #TrumpsRemovalTrial #TrumpIsCorrupt #coronavirus @BernieSanders @AOC #Sanders2020,2020-01-21 21:49:55+00:00,0,0,@BernieSanders @AOC,#NotMeUs #TrumpsRemovalTrial #TrumpIsCorrupt #coronavirus #Sanders2020,,2020-1-21
1219738920923082752,IgnProphet,,"All WE DID was insure that people's day got taken away from eating pizza and Tacos. #Coronavirus is in the NA now. 2020 plague as begun. Remember 1820, 1920, and now 2020.",2020-01-21 21:49:55+00:00,0,0,,#Coronavirus,,2020-1-21
1219738881496502272,poloofarrill,,"""Preparémonos ante contagios masivos"" dijo la #OMS al confirmar un #Coronavirus en #China que infecta a humanos. Urgen controles sanitarios a personas que viajan a China y de China al mundo! WHO: Coronavirus - questions and answers (Q&amp;A) https://youtu.be/OZcRD9fV7jo @YouTube #WHO",2020-01-21 21:49:45+00:00,0,1,@YouTube,#OMS #Coronavirus #China #WHO,,2020-1-21
1219738824139345920,Billybeeswife,,@DonaldJTrumpJr Your papa should call the Chinese president and offer whatever he can in the way of medical help to get this thing under control.... #Coronavirus,2020-01-21 21:49:31+00:00,0,0,@DonaldJTrumpJr,#Coronavirus,,2020-1-21
1219738801725001729,NeoForPresident,,#coronavirus the 2020 fear mongering propaganda that will be used expand the CDC budgets Never Forget: H1N1 SARS Avian Flu Swine Flu every three years you throw in a Ebola scare Ever want to understand how the game works: check out the documentary 'House of Numbers' ,2020-01-21 21:49:26+00:00,2,1,,#coronavirus,,2020-1-21
1219738798696714240,lovelybenji,,"Por ""austeridad"" y por ineptitud se está acabando con México que se está convirtiendo rápido en un país de mi.. con servicios de mi.. . Servicios del gobierno como la Salud, la Educación, Telecomm, Correos, ""funcionan"" en pura desgracia. @lopezobrador_ @ClaudioXGG #coronavirus https://twitter.com/hdemauleon/status/1219716528138002433",2020-01-21 21:49:25+00:00,0,0,@lopezobrador_ @ClaudioXGG,#coronavirus,,2020-1-21
1219738770368552962,InfosMinuts,BBCWorld," Épidémie de #coronavirus : 2 nouveaux cas signalés. Les pays touchés : - Taiwan - #HongKong - États-Unis - Australie - Philippines - Corée du Sud - Thaïlande - Japon - plusieurs villes de #Chine, dont Shanghai et Pékin. Au moins 6 morts à #Wuhan. (Autorités) #coronovirus",2020-01-21 21:49:19+00:00,0,0,,#coronavirus #HongKong #Chine #Wuhan #coronovirus,,2020-1-21
1219738746511417344,Jasamsdestiny,,WHO [The World Health Org] has announced it will decide tomorrow whether the #coronavirus illness should be a global health emergency. #nCoV2019 #WuhanPneumonia #WuhanCoronavirus #wuhanvirus #Wuhan #USA #WA,2020-01-21 21:49:13+00:00,3,5,,#coronavirus #nCoV2019 #WuhanPneumonia #WuhanCoronavirus #wuhanvirus #Wuhan #USA #WA,,2020-1-21
1219738746121121795,greg_folkers,,".@axios @EileenOReilly10 : Deadly #coronavirus from #China found in U.S. patient, CDC says #2019nCoV",2020-01-21 21:49:13+00:00,2,2,@axios @EileenOReilly10,#coronavirus #China #2019nCoV,,2020-1-21
1219738741553713154,DisguiseDevilin,ABC,#China #CoronaVirus #origin,2020-01-21 21:49:12+00:00,0,0,,#China #CoronaVirus #origin,,2020-1-21
1219738733865525248,SWBAnnapolis,,The Chinese need to switch to Seawolf Brewery beer and quit drinking those Coronas! #seawolfbrewery #coronavirus #coronapisswater #scurvy #badlimes,2020-01-21 21:49:10+00:00,0,1,,#seawolfbrewery #coronavirus #coronapisswater #scurvy #badlimes,,2020-1-21
1219738690869694466,alexnavafemat,,The #US has its first case of the new Wuhan #coronavirus. ,2020-01-21 21:49:00+00:00,0,0,,#US #coronavirus,,2020-1-21
1219738681663205376,TanyaIrene315,howroute,This is crazy! #coronavirus ,2020-01-21 21:48:58+00:00,0,0,,#coronavirus,,2020-1-21
1219738680971157506,Freya05501707,zoerobledo,Nos puede informar las medidas que que se implementarán en #México ante el primer caso de #coronavirus en Estados Unidos ?,2020-01-21 21:48:57+00:00,0,0,,#M #coronavirus,,2020-1-21
1219738652793868289,caglar0834,,"Yayılıyor Épidémie de #coronavirus : 2 nouveaux cas signalés. Les pays touchés : Taiwan #HongKong États-Unis Australie Philippines Corée du Sud Thaïlande Japon plusieurs villes de #Chine, dont Shanghai et Pékin Au moins 6 morts à #Wuhan. (Autorités) #coronovirus",2020-01-21 21:48:51+00:00,0,2,,#coronavirus #HongKong #Chine #Wuhan #coronovirus,,2020-1-21
1219738644824707075,yamkin1,,First case of Coronavirus confirmed in the US #Coronavirus #USA http://youtube.com/watch?v=fpiX1ERi1gk&amp;feature=youtu.be,2020-01-21 21:48:49+00:00,4,2,,#Coronavirus #USA,,2020-1-21
1219738642605858819,gstrategylab,,Quiet on set! @CBCTheNational dropped by the @gstrategylab offices today to interview @shoffmania on the latest developments around the novel #coronavirus and if travel restrictions and other preventative measures might be next. Tune in tonight at 9pm. ,2020-01-21 21:48:48+00:00,3,12,@CBCTheNational @gstrategylab @shoffmania,#coronavirus,,2020-1-21
1219738626566819841,gisellequimi,,Ya fue esta vida #coronavirus,2020-01-21 21:48:44+00:00,0,0,,#coronavirus,,2020-1-21
1219738566357635079,lasillarota,,Una persona que viajó desde China fue diagnosticada en #Seattle con el #coronavirus de #Wuhan,2020-01-21 21:48:30+00:00,20,12,,#Seattle #coronavirus #Wuhan,,2020-1-21
1219738544245178370,AlertChannel,,#Breaking: The #coronavirus is worse then expected. ,2020-01-21 21:48:25+00:00,0,1,,#Breaking #coronavirus,,2020-1-21
1219738455330238464,oscarbalmen,,"2020 viene con todo. Así hasta hoy: poderosos incendios forestales, 109 sismos de magnitud 5 o más, amenaza de la Tercera Guerra Mundial y el mortal supervirus #Coronavirus ya salió de Asia y se instaló en Estados Unidos. Una playera que diga ""Yo sobreviví al 01/2020"".",2020-01-21 21:48:04+00:00,2,10,,#Coronavirus,,2020-1-21
1219738421264093189,BCVs70,,#JESÚS!! A diez años de la #pandemia por influenza que paralizó #México extreman medidas por el #Coronavirus ,2020-01-21 21:47:55+00:00,0,4,,#JES #pandemia #M #Coronavirus,,2020-1-21
1219738410149122049,f4lso9,,"Antes do infectado se transformar em zumbi, os sintomas aparentes são: febre, tosse e dificuldade para respirar. Fique atento! #coronavirus ",2020-01-21 21:47:53+00:00,0,6,,#coronavirus,,2020-1-21
1219738404948205574,a2ztube,,@a2ztube @jobs4mind RT @EpochTimes: The @CDCgov announced the 1st US case of the mysterious #Coronavirus that has killed at least 6 and sickened hundre… https://twitter.com/i/web/status/1219732655668891648,2020-01-21 21:47:52+00:00,0,0,@a2ztube @jobs4mind @EpochTimes @CDCgov,#Coronavirus,,2020-1-21
1219738394089095168,writewine,,#coronavirus ,2020-01-21 21:47:49+00:00,0,1,,#coronavirus,,2020-1-21
1219738366054293504,Tweetermaan,AFP,Jumping species... #SARS2 #coronavirus ,2020-01-21 21:47:42+00:00,0,1,,#SARS2 #coronavirus,,2020-1-21
1219738347418968064,JennyLifeInc,USATODAY,The 1st case of #coronavirus in the U.S. has been reported right here in #seattle. Use caution if you or your kids are at risk of being exposed.,2020-01-21 21:47:38+00:00,0,0,,#coronavirus #seattle,,2020-1-21
1219738334920134656,MichaelAHaber,,Is #coronavirus bad for Corona beer sales? Are we supposed to be shorting AB InBev?,2020-01-21 21:47:35+00:00,0,1,,#coronavirus,,2020-1-21
1219738330742521857,standingup4us2,,Now I wondering if the US will have its next case of the #coronavirus by tomorrow? Then How long b4 we hit 100 Or 1000 Or 10000...... Or somewhere closes a school?!,2020-01-21 21:47:34+00:00,0,0,,#coronavirus,,2020-1-21
1219738316540731392,RoccoOriginal1,,Colpa di #Salvini e' gia' stato detto ? #coronavirus,2020-01-21 21:47:30+00:00,0,1,,#Salvini #coronavirus,,2020-1-21
1219738278456369152,IlianaVsquezTN8,ActualidadRT,#EEUU Se confirma en el continente Americano el primer caso del nuevo #coronavirus que se ha propagado en #China.,2020-01-21 21:47:21+00:00,0,1,,#EEUU #coronavirus #China,,2020-1-21
1219738267333152769,Danieltheidiot1,,hey you remember those memes about how 2020 was gonna get a serious diseases... #coronavirus,2020-01-21 21:47:19+00:00,0,0,,#coronavirus,,2020-1-21
1219738266666176519,Crowsiie,,For anyone worried about #coronavirus . It's less contagious and less fatal than the very same flu you should be getting vaccinated against every year. 300~ confirmed cases out of 1.4 billion is like 0.00002% of the population.,2020-01-21 21:47:19+00:00,0,2,,#coronavirus,,2020-1-21
1219738223355650049,LeipzigSyd,LeipzigSyd,https://twitter.com/LeipzigSyd/status/1219549253531394054?s=19 #auspol #Davos2020 #coronavirus #ClimateCriminal #AustraliaFires #CrimeMinister #BridgetMcKenzie #sportsrorts,2020-01-21 21:47:08+00:00,2,1,,#auspol #Davos2020 #coronavirus #ClimateCriminal #AustraliaFires #CrimeMinister #BridgetMcKenzie #sportsrorts,,2020-1-21
1219738215873236994,Apex_WW,,#US health officials stressing that they believe the new #coronavirus’ overall risk to the American public is low. - AP,2020-01-21 21:47:06+00:00,8,9,,#US #coronavirus,,2020-1-21
1219738213012537344,primadesadana,,ang tinood problema #Coronavirus kay immunocompromised na ta sa sige nato ug bilar sa #JaDine,2020-01-21 21:47:06+00:00,0,9,,#Coronavirus #JaDine,,2020-1-21
1219738208512004096,utilizingyou,,Recruiting Consultant (Remote). Permanent and direct hire. Must Haves: Gaming recruiting experience Talentsourcer@eclipso.eu #2020Mindset #Hiring #remotejob #remotework #NationalHugDay #NowHiring #MLK2020 #ApplyNow #coronavirus #Resume #SquirrelAppreciationDay #JobsonTwitter,2020-01-21 21:47:05+00:00,0,1,,#2020Mindset #Hiring #remotejob #remotework #NationalHugDay #NowHiring #MLK2020 #ApplyNow #coronavirus #Resume #SquirrelAppreciationDay #JobsonTwitter,,2020-1-21
1219738208436727811,enas_puertorico,,Alert: #China #Philippines #Japan #USA #Thailand #Korea #Australia CONTAGIOUS DISEASE WARNING It’s reported 6 fatalities or the #coronavirus in China. This virus is HIGHLY contagious and it’s INCURABLE. Avoid contact with the infected at all times,2020-01-21 21:47:05+00:00,0,3,,#China #Philippines #Japan #USA #Thailand #Korea #Australia #coronavirus,,2020-1-21
1219738204955430912,enas_puertorico,,Alert: #China #Philippines #Japan #USA #Thailand #Korea #Australia CONTAGIOUS DISEASE WARNING Se reporta 6 muertos de #coronavirus en China. Este virus es ALTAMENTE contagioso y NO TIENE CURA HASTA AHORA. Evite el contacto con la(s) persona(s) contagiada(s). (English in comments),2020-01-21 21:47:04+00:00,3,4,,#China #Philippines #Japan #USA #Thailand #Korea #Australia #coronavirus,,2020-1-21
1219738187846901762,thomas_sannie,,#Coronavirus Un mot sur le #dondusang ? ⁦@EFS_dondesang⁩ @MinSoliSante⁩ ⁦@hcsp_fr⁩ @AlerteSanitaire⁩ : https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-ce-qu-il-faut-retenir-de-la-conference-de-presse-au-ministere-de-la-sante_3794723.html#xtor=CS2-765-[autres]- via @franceinfo,2020-01-21 21:47:00+00:00,1,0,@EFS_dondesang @MinSoliSante @hcsp_fr @AlerteSanitaire @franceinfo,#Coronavirus #dondusang,,2020-1-21
1219738187163226112,Muschelschloss,CNN,"#Coronavirus ""Soon, passengers from Wuhan to the US, on direct or indirect flights, will only be allowed to land at one of five US airports doing health screenings. Screenings include a temperature check &amp; observation for symptoms such as a cough and trouble breathing."" ",2020-01-21 21:47:00+00:00,1,1,,#Coronavirus,,2020-1-21
1219738136013688835,RompevientoTV,,El Centro de Control de Enfermedades confirmó el primer caso de #coronavirus Wuhan en Estados Unidos. ¿Qué es y cuáles son los síntomas de este virus que ha cobrado la vida de seis personas? https://www.rompeviento.tv/coronavirus-causa-alerta-en-china-y-el-mundo/,2020-01-21 21:46:47+00:00,6,8,,#coronavirus,,2020-1-21
1219738135254437888,Co_Achx,,Nouvelle alerte au #Coronavirus . PCH Contact et Air de rigueur après le confirmation de transmission interhumaine . ,2020-01-21 21:46:47+00:00,2,4,,#Coronavirus,,2020-1-21
1219738110944137217,snocaleb,snocaleb,Continuing to update #coronavirus story at the link below @EverettHerald. Fourth update of the day should post shortly.,2020-01-21 21:46:41+00:00,6,4,@EverettHerald,#coronavirus,,2020-1-21
1219738073879068677,simpahoot,,#coronavirus ,2020-01-21 21:46:33+00:00,0,2,,#coronavirus,,2020-1-21
1219738073350541313,Foreverozone,NPR,"I hear #coronavirus and any viruses or bacteria die quickly from an ozone shock treatment in unoccupied rooms much. But I'm not one to start rumors, lol. ",2020-01-21 21:46:32+00:00,1,1,,#coronavirus,,2020-1-21
1219738062122573824,Lou_Santino,,Oh hell nah y'all be safe #coronavirus,2020-01-21 21:46:30+00:00,0,0,,#coronavirus,,2020-1-21
1219738043877404673,Insider_FX,,"If #Coronavirus keeps taking its toll or even spreading, it could result in an adverse impact on global GDP growth (mostly indirectly). In this environment, expect pharmaceutical stocks to outperform and tourism-related stocks to underperform - https://www.reuters.com/article/us-china-health-global-markets-factbox/factbox-how-a-virus-impacts-the-economy-and-markets-idUSKBN1ZK2HH?feedType=RSS&amp;feedName=topNews.",2020-01-21 21:46:25+00:00,1,1,,#Coronavirus,,2020-1-21
1219738042778497024,CDNnow,,"Airports around the world, including the United States, are taking extra health precautions as a #coronavirus spreads to four countries and its death toll rises to six as of Tuesday. There are about 300 infected people in total as the virus spreads to http://bit.ly/2TJYZQ8",2020-01-21 21:46:25+00:00,0,1,,#coronavirus,,2020-1-21
1219738009169465344,Thebubbanews,CDCgov,What will the #coronovirus #Coronavirus do to this map within DAYS??? ,2020-01-21 21:46:17+00:00,1,0,,#coronovirus #Coronavirus,,2020-1-21
1219737976869134336,DangeRussShaw,,#Coronavirus??? That's just the lack of Corona consumption. I can fix that. ,2020-01-21 21:46:09+00:00,0,1,,#Coronavirus,,2020-1-21
1219737973975142400,SorayaCastroLL,WHO," ATENCIÓN/ Hoy #UnitedStates informó su primer caso del nuevo #coronavirus (2019-nCoV) en un viajero que recientemente regresó de #Wuhan , #China @BebetoDice @csarahmotat @Maluavi @ResumendeSalud @sdinfectologia @PediatriaDom @CEVAXIN_PTY",2020-01-21 21:46:09+00:00,3,6,@BebetoDice @csarahmotat @Maluavi @ResumendeSalud @sdinfectologia @PediatriaDom @CEVAXIN_PTY,#UnitedStates #coronavirus #Wuhan #China,,2020-1-21
1219737963166347271,JefeGorgoryMx,,Previniendo el #coronavirus con antibióticos y vitaminas. ,2020-01-21 21:46:06+00:00,273,858,,#coronavirus,,2020-1-21
1219737962755346434,QueenChaser,darkangelhegel,Sobre el primer caso de #Coronavirus en EEUU,2020-01-21 21:46:06+00:00,0,0,,#Coronavirus,,2020-1-21
1219737947945209859,Its_Molli,,#coronavirus... like the beer?,2020-01-21 21:46:03+00:00,0,0,,#coronavirus,,2020-1-21
1219737930924687361,BAHH_De,,Out of all names though #CoronaVirus ,2020-01-21 21:45:59+00:00,1,2,,#CoronaVirus,,2020-1-21
1219737914533466114,TOPublicHealth,mverbora,"We continue to actively monitor the #coronavirus &amp; collaborate w/our provincial &amp; national health and govt’ colleagues, and local airports. The risk to Toronto residents remains low. @GovCanHealth is the primary lead. More info: http://ow.ly/X55y50y0Pnf (1/3)",2020-01-21 21:45:55+00:00,0,1,@GovCanHealth,#coronavirus,,2020-1-21
1219737898427142144,Tweetermaan,WBYeats1865,"#SARS2 #coronavirus No sweet, just sour ",2020-01-21 21:45:51+00:00,1,1,,#SARS2 #coronavirus,,2020-1-21
1219737885877948418,AmbassadorCuba,Montesinos2010,Look in the #US that is where the #Wuhan #coronavirus virus really is. Surely he left the #NoMasTrump labs. Urgently control #US officials worldwide,2020-01-21 21:45:48+00:00,15,14,,#US #Wuhan #coronavirus #NoMasTrump #US,,2020-1-21
1219737884762177536,LisaHughesRN,,First Case of #Coronavirus Lands in #US,2020-01-21 21:45:48+00:00,0,0,,#Coronavirus #US,,2020-1-21
1219737858174607361,utgrad2001,CDCgov,Dammit!! The US needs to cease travel to/from that nasty country of China until they get this crap under control!! #coronavirus #chinasucks #cdc,2020-01-21 21:45:41+00:00,0,3,,#coronavirus #chinasucks #cdc,,2020-1-21
1219737840902385672,LemonStrud,,#coronavirus is the proof we all needed that 2020 will bring the apocalypse. Truly darkest timeline,2020-01-21 21:45:37+00:00,0,0,,#coronavirus,,2020-1-21
1219737831318282241,NewlyTradingCom,,"TradingView Pro A full-blown desktop experience with complete interactivity and tons of options, always with you in a secure cloud. Referral Link 30$with signup: http://bit.ly/2NOcsTk #trading #Charts #stockstowatch #TuesdayThoughts #impeachment #coronavirus",2020-01-21 21:45:35+00:00,1,0,,#trading #Charts #stockstowatch #TuesdayThoughts #impeachment #coronavirus,,2020-1-21
1219737826436120576,Maruamina,ZulmaCucunuba,Muy recomendable esta explicación sobre el #CoronaVirus ,2020-01-21 21:45:34+00:00,0,0,,#CoronaVirus,,2020-1-21
1219737813828063233,Hugo20295287,,¿Debería preocuparme por el #coronavirus?,2020-01-21 21:45:31+00:00,0,0,,#coronavirus,,2020-1-21
1219737811089121280,ai6yrham,,"Washington State department of health statement on #wuhan #coronavirus#nCoV2019 patient with a press conference at 2pm with health officials, Gov. Inslee. https://www.doh.wa.gov/Newsroom/Articles/ID/1068/Case-of-2019-novel-coronavirus-confirmed-in-Washington-state-resident",2020-01-21 21:45:30+00:00,6,9,,#wuhan,,2020-1-21
1219737794920271877,stick631,,A certain Mexican beer company has to be hating the #coronavirus hashtag...,2020-01-21 21:45:26+00:00,4,20,,#coronavirus,,2020-1-21
1219737767854379009,soymoyado,,Ya tengo listo mi outfit para el #coronavirus ,2020-01-21 21:45:20+00:00,1,6,,#coronavirus,,2020-1-21
1219737752960454657,CratePusher,,"The #coronavirus is the sickness where I call into work and crack open an ice cold Corona, cheers.",2020-01-21 21:45:16+00:00,0,1,,#coronavirus,,2020-1-21
1219737747956490240,kickitaeiI,,#ImpeachmentTrialRules #ImpeachmentDay #ILikeBernie Mustafi #CHEARS #TrumpsRemovalTrial #thereshouldbealaw #EVENEW #GOPCoverup #TrumpIsCorrupt #NationalHugDay #nobodylikeshim #coronavirus #MidnightMitch #MidnightMoscowMitch #SquirrelAppreciationDay,2020-01-21 21:45:15+00:00,0,2,,#ImpeachmentTrialRules #ImpeachmentDay #ILikeBernie #CHEARS #TrumpsRemovalTrial #thereshouldbealaw #EVENEW #GOPCoverup #TrumpIsCorrupt #NationalHugDay #nobodylikeshim #coronavirus #MidnightMitch #MidnightMoscowMitch #SquirrelAppreciationDay,,2020-1-21
1219737743670095873,RegReader,Laurie_Garrett,Ms. Garrett: Is the new paper open access? #nCoV2019 #nCoV #coronavirus @Laurie_Garrett,2020-01-21 21:45:14+00:00,0,0,@Laurie_Garrett,#nCoV2019 #nCoV #coronavirus,,2020-1-21
1219737742998937603,InfosMinuts,BFMTV,"@BFMTV Épidémie de #coronavirus : 2 nouveaux cas signalés. Les pays touchés : - Taiwan - #HongKong - États-Unis - Australie - Philippines - Corée du Sud - Thaïlande - Japon - plusieurs villes de #Chine, dont Shanghai et Pékin. Au moins 6 morts à #Wuhan. (Autorités)",2020-01-21 21:45:14+00:00,1,0,@BFMTV,#coronavirus #HongKong #Chine #Wuhan,,2020-1-21
1219737736892092418,QuadCreations,,It's now in the #USA...Washington State #coronavirus #CDC report,2020-01-21 21:45:12+00:00,1,0,,#USA #coronavirus #CDC,,2020-1-21
1219737712636448769,NoticiaLI,,El #virus de #Wuhan o #coronavirus es un tipo de neumonía que ya ha causado 6 muertos y cientos de enfermos en #China,2020-01-21 21:45:06+00:00,0,0,,#virus #Wuhan #coronavirus #China,,2020-1-21
1219737712250564610,CorreoNy,,El #virus de #Wuhan o #coronavirus es un tipo de neumonía que ya ha causado 6 muertos y cientos de enfermos en #China http://ow.ly/ejOo50y1m5T,2020-01-21 21:45:06+00:00,0,0,,#virus #Wuhan #coronavirus #China,,2020-1-21
1219737711172575239,Diario_Victoria,," La persona enferma había viajado recientemente a la localidad china de Wuhan, en la provincia de Hubei http://ow.ly/nCi730qbh93 #coronavirus #CdVictoria #Tamaulipas ",2020-01-21 21:45:06+00:00,1,1,,#coronavirus #CdVictoria #Tamaulipas,,2020-1-21
1219737710069288960,TommyVoyTelas,,"#coronavirus .. 1er caso en #USA .. #ULTIMAHORA .. #Alerta.. #FelizMartes .. ""Confirman el primer caso de coronavirus en EE.UU.""",2020-01-21 21:45:06+00:00,3,1,,#coronavirus #USA #ULTIMAHORA #Alerta #FelizMartes,,2020-1-21
